Facility_Name,Latitude,Longitude,Type
ADVANCED CARE MEDICAL CENTER L.L.C (BRANCH),24.99683767477038,55.14135196678328,General Practice
Prestige smile clinic,25.25638486301256,55.33335952732654,Plastic Surgery
WADI AL SAFA MEDICAL CENTER L.L.C,25.09929992260886,55.374488001740886,General Practice
ASTER HOSPITAL SONAPUR LLC,25.26495244867227,55.43380685658539,Anesthesia
DERMA TECH POLY CLINIC L.L.C,25.26046292393027,55.32102663075115,General Practice
APOLLO CLINIC L.L.C,25.24654753974196,55.30796033335413,General Dentistry
AL RUKN MEDICAL CENTER L L C - DUBAI BRANCH,24.995666691725564,55.14171558365245,General Practice
NATURES LIFE EXPRESS CLINIC LLC,25.212026697596148,55.25779544357032,General Practice
Al Futtaim Healthcare Single Person Company LLC - Company Clinic,25.15939741397757,55.32557783653524,General Practice
THE HUB MEDICAL CLINIC DWC - LLC ,24.886072892806222,55.12279545176376,General Practice
LIFE CLINIC  LLC,25.06713839643985,55.217351587902336,Orthopedic Surgery
QUEENS MEDICAL CENTER L.L.C  (BRANCH),25.261369250869077,55.32695111078737,General Dentistry
Celia Aesthetic Clinic LLC,25.22845479110571,55.28604494797421,General Practice
NOVITAS CLINIC LLC BRANCH,25.008140736253228,55.13343689989873,General Practice
ANYACOSM MEDICAL CLINIC L.L.C,25.20924038841809,55.27293443231749,Dermatology
Maison Elite,25.247159277261822,55.34287358728461,Dermatology
YOUR CENTER POLYCLINIC L.L.C ,25.02878263010821,55.18006644358344,General Practice
NAJMAT AL SHIFA MEDICAL CENTER LLC,25.17334229398673,55.400520238121736,General Dentistry
SAHARA DENTAL CLINIC AND ORTHODONTIC CENTRE L.L.C (BRANCH),25.25353845393135,55.32882853684263,General Dentistry
The Speech Clinic FZ LLC,25.22877339754871,55.32395258035991,Physiotherapy
ALNOOR SOUTH POLYCLINIC DWC LLC,24.94388198922838,55.22271582054751,Pediatrics
ME ONE MEDICAL CENTER LLC,25.08923161103031,55.19079529127251,General Dentistry
Global Hair Centre Poly Clinic,25.04649072450435,55.23564694725312,Dermatology
GSM MEDICAL CENTRE LLC,25.26209938601355,55.30287155551787,General Practice
Al Tadawi Healthcare LLC Branch,25.26323890720835,55.389335037271465,General Practice
PROCARE AVENUES MEDICAL CENTER L.L.C,25.23344235941244,55.43187505644848,General Dentistry
DENTAL HUB CLINIC,25.114893740853123,55.20518783257943,General Dentistry
L L H MEDICAL CENTER L.L.C (BRANCH),24.97359901012759,55.207364957829135,Internal Medicine
DR.SG POLY CLINIC,25.242227678870066,55.29707909029037,General Dentistry
THE FIFTH DIMENSION ELEMENTARY SCHOOL LLC,25.141142788054907,55.36609844995128,Nursing
Al Hana Modern Medical Center L.L.C,25.23670064753409,55.27969990862093,General Practice
PEN Consultancy FZE,25.22727113353193,55.28895325175271,Clinical Psychology
EVERYOUNG CLINIC LLC,25.22425163539613,55.41772604925131,General Dentistry
BLENDED WELLNESS AESTHETIC CLINIC  FZCO,25.11290067546704,55.13932324995451,General Practice
CLINICA SABAH SPECIALTY HOSPITAL L.L.C,25.240679641687755,55.29518602349272,Anesthesia
ASTER MEDICAL CENTRE SPORTS CITY BR OF DM HEALTHCARE LLC,25.03629771329421,55.22248699979477,Internal Medicine
THE SMILE COLLECTIVE CLINIC L.L.C,25.10170050717633,55.17416914520739,General Dentistry
DR JOY DENTAL CLINIC LLC   (BRANCH) ,25.192634972067676,55.410460203593296,Endodontics
BIO TECH MEDICAL LAB L.L.C,25.288092249296405,55.36479589118879,Clinical Pathology
A M polyclinic ,25.142354547153342,55.205980481916455,General Practice
The Kiron polyclinic L L C ,25.026938444391995,55.2749546017346,General Dentistry
EVA GYNAECOLOGY & AESTHETIC L.L.C,25.213571539999997,55.25854491999998,Obstetrics and Gynecology
Clemenceau Medical Center FZ-LLC,25.21284795578319,55.3178288134329,Family Medicine
LIFE MURAQABAT PHARMACY EXPRESS CLINIC ,25.26260614171464,55.3272123660615,General Practice
CITIMED CLINIC LLC,25.233232767735608,55.27749087593785,General Practice
Evercare Medical Center,25.164733787118124,55.41748387501811,General Dentistry
MEDSPACE MEDICAL CENTRE L L C,25.099056188222526,55.31606005458077,General Practice
Medcare Medical Centre Town Squre Br of Medcare Hospital LLC,25.00630863697151,55.295170171693535,Pediatrics
PEARLY WHITE DENTAL CLINIC L.L.C,25.25491566763252,55.32914583825879,General Dentistry
KINGS DENTAL CENTER L.L.C,25.237046425910677,55.30407903383525,General Dentistry
Avanee Poly Clinic L.L.C,25.25226112994607,55.30320285050878,General Practice
Queens Medical Center ,25.23612741077932,55.2763649849959,Orthodontics
MEDI CENTRES POLYCLINIC LLC BRANCH,25.124664506253925,55.40239215981613,General Practice
DR ISMAIL POLYCLINIC MALL BR OF DR. ISMAIL POLYCLINIC,24.97877326796295,55.13737728824386,General Practice
LIFE PHARMACY 25 EXPRESS CLINIC ,25.24401409776753,55.30471180120338,General Practice
GENTLEMAX CLINICS LLC,25.221079360823783,55.32266571857848,General Dentistry
Primecorp Medical Center AL Warsan Br of Primecorp Medical Center,25.162526656970787,55.47141380514888,General Practice
Healthhub(Br.Alfuttaim Healthcare Single Person Company LLC,25.028280234871247,55.10759630872357,Internal Medicine
AL DAS MEDICAL CLINIC BRANCH,25.054053440532066,55.17071224064463,General Practice
MYO MEDICAL CENTER,25.101855161750297,55.173588413814976,General Dentistry
AMIR BELADI POLY CLINIC L.L.C,25.216016201557103,55.26004949587067,Orthodontics
Healthhub Br.Alfuttaim Healthcare Single Person Company LLC,25.168075072602523,55.3976628743628,Pediatrics
INNOVATION FAMILY POLYCLINIC L.L.C,25.167035590880705,55.213248683191104,Orthopedic Surgery
American Hospital Clinics Mira Br of American Hospital Dubai LLC,25.00733688070473,55.30076361614457,Family Medicine
DR QASSIM AHLI CLINIC,25.19406151096368,55.23517568021765,General Practice
Ziyath Ansar Poly clinic LLC,25.22963347625839,55.26765172666174,General Dentistry
FIRST RESPONSE CLINIC L.L.C,25.05634456941885,55.22817295199537,General Practice
SHARE AND CARE MEDICAL CENTER L L C,25.109550403446445,55.37641969514579,General Practice
Your Dental And Medical Center LLC Dubai Branch,25.12742721274456,55.42325985206615,General Practice
LIFE CLINIC 1 BR OF LIFE CLINIC LLC,25.04892334344336,55.13040144932934,Obstetrics and Gynecology
ISLAMABAD MEDICAL CLINIC LLC (BRANCH),25.228702641196787,55.27346065542888,General Practice
QUEENS MEDICAL CENTER L.L.C (BRANCH),25.2556185522517,55.303437205908345,Implantology
LEADERS AESTHETICS CENTER LLC,25.18370518463215,55.226271310872605,Dermatology
LIFE AL QUSAIS PHARMACY EXPRESS CLINIC ,25.291883615275783,55.39402009123838,General Practice
Primelab Diagnostics - FZCO,25.11849071969797,55.37815158001032,Clinical Pathology
white medical clinic,25.095417454181582,55.172557862261264,Dermatology
PHYSIOVEDA MEDICAL CENTER L.L.C (BRANCH),25.24405369743415,55.29823178348238,General Practice
360 MEDICAL CENTER,25.228690613874207,55.31926505707694,Otolaryngology
JADAF LIFE PHARAMCY EXPRESS CLINIC ,25.22428343039192,55.33929470520085,General Practice
Australian International School - Dubai  L.L.C,25.061312267371807,55.232374718003406,General Practice
American Hospital Clinics Dubai Hills Br of American Hospital Dubai LLC ,25.10305407999836,55.23767147681278,Otolaryngology
AL HANA MEDICAL CENTER LLC,25.22937578574167,55.27525508608239,General Dentistry
Luna Medical Clinic,25.177122148787568,55.24504929903729,Dermatology
Smart Salem Medical Center Limited,25.207873736121236,55.27862466003294,Nursing
LIFE MEDICAL CENTRE 3 BR OF LIFE CLINIC LLC ,25.19403315784595,55.40609706821167,Pediatrics
First Psychiatry Clinic - Dubai L.L.C,25.14790813438272,55.21081648569847,Psychiatry
Blood Donation collection center- Al Jadaf,25.21427688096696,55.31564578948951,Clinical Pathology
Medcare Royal Speciality Hospital (Br of Medcare Hospital LLC),25.26761436,55.38858795,Internal Medicine
DENTAL STUDIO MARINA GATE L.L.C,25.087886871904367,55.14656820765174,General Dentistry
American Hospital Clinics Dubai Al Barsha Br of American Hospital Dubai LLC,25.099298633076884,55.20031862858847,General Surgery
DR ROZE BIO HEALTH POLY CLINIC L L C,25.09641329014616,55.16929745207633,General Dentistry
Spine And Joint Chiropractic Rehab Clinic Dmcc,25.07960730692453,55.14956368657885,Chiropractor
life 119 pharmacy express clinic ,25.17670803913575,55.311518637119455,General Practice
Harley International Medical Clinic Branch,25.10924183019102,55.183850686609325,Cardiology
Prestige Smile Clinic Branch,25.217914628037125,55.25287401777199,General Dentistry
Adalat Dental Holding B.V. (DMCC Branch),25.06383434046949,55.13791983397493,Implantology
Smile Bay Dental Cafe L.L.C,25.183767139816105,55.260900289204216,General Dentistry
BEYOND SKIN CLINIC,25.232891626479,55.432318707186845,Dermatology
Sultan Al Olama Medical Center - Al Quoz,25.158942908744688,55.269621246252086,Dermatology
Pioneer Children Nursery,25.292665254601506,55.33253196701701,Nursing
Enfield Royal Clinic LLC,25.140594601261345,55.20504588584578,Plastic Surgery
Al Tadawi Specialty Hospital LLC,25.23296898285956,55.354160193012575,Radiology
Dynamic Life Clinic LLC,25.109780621785976,55.184065244848966,Plastic Surgery
HALA PHARMACY 13 EXPRESS CLINIC ,25.16583177247793,55.40281764284988,General Practice
COSMETIC ART DENTAL CLINIC,25.26439679822079,55.38497549374435,Implantology
Healthhub Br Of Alfuttaim Healthcare Single Person Company LLC,25.267578021577275,55.38139239637948,Otolaryngology
SINAG DENTAL CLINIC,25.25569733887856,55.32942050101381,General Dentistry
New Medilife Medical Centre LLC,25.162085549437776,55.46172779843901,General Dentistry
life medical centre 5 br of life clinic llc,25.14831181084472,55.40454234555897,Obstetrics and Gynecology
FLORENCE MEDICAL CENTER L.L.C,25.179757236893288,55.26956439096216,Plastic Surgery
Primecorp Medical Center AL QUSAIS,25.281306816942724,55.38778560807156,Obstetrics and Gynecology
Beautica Medical Center,25.194460313195467,55.235598551761576,General Dentistry
Saudi German Clinics,25.14044771673275,55.19132677052978,Pediatrics
PROALIGN SMILE SHOP DENTAL CLINIC L.L.C,25.184150591947265,55.26380790049562,General Dentistry
Doctor Style For Dermatology,25.158584620827025,55.21859340374843,General Practice
American Academy of Cosmetic Surgery Hospital (AACSH) FZ-LLC,25.232765004350693,55.31952728419514,General Surgery
Re Leaf Medical Centre L.L.C Branch,25.132474866719107,55.2521711402156,General Practice
Bright Life Medical Center LLC,24.9751564355122,55.20515619554136,General Practice
Dr Sulaiman Al Habib Hospital FZ-LLC,25.232730119786986,55.32106503284657,Neonatology
Mediclinic Springs Clinic,25.05378405668168,55.17048513281359,Family Medicine
Royalty Laser Cosmetic Center,25.216999682221804,55.25242057655552,Dermatology
RELEAF MEDICAL CENTRE LLC (BRANCH),25.185278960015,55.34371702534374,General Dentistry
One Aesthetic Clinic LLC,25.17736775213062,55.24518209363328,General Dentistry
GIA Medical Clinics,25.151431667675045,55.21365284591207,General Dentistry
Ambassador International Academy LLC,25.143962516472808,55.24847270926018,General Practice
BELLAVISO MEDICAL CENTER LLC,25.117078945064097,55.196328638172886,Orthodontics
 Al Yalayis Fitness Medical  Center -DIP,24.97014382508569,55.208230822641255,Family Medicine
AMERICAN HOSPITAL CLINICS NAD AL SHEBA BR OF AMERICAN HOSPITAL DUBAI LLC,25.144731743319863,55.34688509343579,Family Medicine
NMC SPECIALTY HOSPITAL DIP BR OF NMC ROYAL HOSPITAL LTD DUBAI BRANCH,25.00990172922269,55.15831339262465,Gastroenterology
Circle Care Clinic LLC Branch,25.202184912843123,55.26184079729604,Family Medicine
The Communication Clinic FZ LLC ,25.2331501692111,55.31793181050233,Applied Behavioral Analyst
MIRDIF PRIVATE HOSPITAL LLC,25.237236515016747,55.426220001062575,Urology
Matar Medical Center,25.23462072652652,55.354072843996406,General Surgery
Good Life Medical Center L.L.C,25.260021421059065,55.42421524615403,General Practice
LIFESPAN SPORTS MEDICINE CENTER CLINIC L L C,25.027653612822867,55.20602305593812,Sports Medicine
Lifenity International Advanced poly Clinic,25.29170513450767,55.38201357372704,General Practice
FOREVER BEAUTY AESTHETIC & DERMATOLOGY CLINIC,25.156956914195597,55.398843297419205,Dermatology
Paradise Polyclinic,25.23019264515,55.287079041647,General Surgery
BASMAT BAGHDAD MEDICAL CENTER,25.26175706352945,55.31498533751338,Plastic Surgery
Grand Infinity Medical Center LLC Branch,25.274558979360656,55.326396633369455,Obstetrics and Gynecology
NOVOMED AESTHETICA CENTER L.L.C,25.14554109388753,55.19548929900574,Dermatology
LLH MEDICAL CENTER LLC,25.128341782621984,55.23279434288984,Pulmonary Disease
CYRUS POLY CLINIC,25.226134039959675,55.259228923977176,General Dentistry
Lio Medical Center,25.234360762253008,55.27025963457557,Dermatology
COSMOMED ALSHARQ POLY CLINIC,25.17783698273197,55.22290538861617,Dermatology
American Hospital Clinics Jumeirah Br of American Hospital Dubai LLC,25.208136169263355,55.25509038945218,Family Medicine
GOOD WILL CLINIC LLC ,24.996656708191768,55.142184120676696,General Practice
Healthhub (Br.Alfuttaim healthcare Single Person Company LLC,25.050271614478017,55.131463436461175,Pediatrics
C V W SLIMMING THERAPY CENTER,25.219266651739492,55.261756447372136,Clinical Dietetics and Nutrition
ORA CARE CLINIC L.L.C,25.2262726193645,55.284774772872574,Implantology
ADVANCED CARE MEDICAL CENTER LLC (BRANCH)DIP,24.9790686043212,55.15943787065815,General Practice
CARE AND CURE MEDICAL CENTER LLC,25.155784803673328,55.248664552044886,General Practice
AIN RAMADI PHYSIOTHERAPY AND REHABILITATION MEDICAL CENTER L.L.C,25.173937343569985,55.40692038295395,Physical Medicine and Rehabilitation
THE FREE SPIRIT COLLECTIVE POLYCLINIC L.L.C,25.2038680542663,55.26313840605217,Psychiatry
ROYAL LIFE EXPRESS CLINIC ,25.18885454932961,55.40574434186948,General Practice
Emora Poly Clinic L.L.C,25.22636994553992,55.25899418915971,General Practice
ABSOLUTE WELLNESS MEDICAL CENTRE,25.15319050133371,55.24360128252536,General Practice
MBM SPECIALITY MEDICAL CENTER LLC,25.2653353523115,55.32589484443489,General Practice
Pure white medical center,25.231165805409773,55.42476399764467,Periodontics
NATURAL HEALING MEDICAL CENTER (BRANCH),25.04218429284347,55.23069478398132,Hijama
Zee Dent Polyclinic FZE,25.11790841820195,55.39090060634109,General Dentistry
Medcare Medical Center Meadows Br of Medcare Hospital LLC,25.06387799274519,55.15764252933229,Pediatrics
DERMAPLUS POLY CLINIC CO LLC ,25.17752633464331,55.30857189659506,General Practice
VIDA CLINICS L.L.C (Branch),25.265736649767742,55.41529940446412,General Practice
STEPS POLYCLINIC LLC,25.291193441682328,55.37038810640069,Internal Medicine
Estheva Polyclinic LLC,25.213019257489275,55.25798869479534,General Practice
LIFE PHARMACY 77 EXPRESS CLINIC ,25.23009479206249,55.272654478499824,General Practice
MODERN FAMILY CLINIC L L C BRANCH,25.13876095882164,55.25791022931715,General Practice
Advanced Care Medical Center - (Branch),25.136460503586697,55.23821393033046,General Practice
Gargash Hospital L L C,25.12719194007527,55.1965936294808,Obstetrics and Gynecology
Healthhub NBr Alfuttaim Healthcare Single Person Company LLC,25.297880394944603,55.379461044097184,General Practice
LIFE PHARMACY 16 EXPRESS CLINIC,25.078503114387708,55.12230029864804,General Practice
Inject Medical Spa (MedSpa) Center,25.14860267857465,55.19807980970446,General Practice
LITTLE HEARTS NURSERY,25.28622072581923,55.358670968540224,Nursing
Emirates Airline Clinic Branch 4,25.124741136119816,55.34927867358117,Family Medicine
LIFE CLINIC LLC BRANCH,25.1165434060029,55.38977945817522,Orthopedic Surgery
MINIMALLY INVASIVE DENTISTRY CLINIC L.L.C,25.20207592171145,55.26045433030421,General Dentistry
Cornerstone Poly Clinic L.L.C,25.085891952818127,55.14353550091829,Family Medicine
ASTER MEDICAL CENTRE SHIEKH ZAYED ROAD BR OF DM HEALTHCARE LLC,25.21784541864487,55.27888495667579,Family Medicine
ROYAL SABA MEDICAL  CLINIC,25.15722386270891,55.40707892015223,General Practice
GETCHECKED POLY CLINIC CO. L.L.C,25.141009975056285,55.19172781472513,General Practice
NEWYOU P C C POLY CLINIC L.L.C ,25.14073656326259,55.19133494040083,General Practice
ROYAL PHOENIX CLINIC L.L.C,25.288776699477143,55.41282137861048,Internal Medicine
Hasheer Medical Centre LLC,25.278817328005985,55.35128119878787,Prosthodontics
URBAN MEDICAL CENTRE L L C,25.22879361608137,55.2729764836306,General Dentistry
SKIN EXPERTS POLYCLINIC L.L.C,25.20727033994496,55.244982779160495,Dermatology
Healthpoint ,25.1135567889312,55.20456313184654,General Dentistry
NEW AL KANZ PHARAMCY BRANCH EXPRESS CLINIC ,25.067450943444666,55.1417824143705,General Practice
DOCTOR BEAUTY POLY CLINIC EST,25.218039390938227,55.25293790063586,General Dentistry
Dubai London Hospital LLC,25.15468426982421,55.20304815848842,Pediatrics
ORTHOCURE SPORTSMED CLINIC,25.14057527281369,55.19166835743677,Orthopedic Surgery
TRIO DENTAL CENTER LLC,25.187898852652,55.27037308384179,Orthodontics
BLUE BELL MEDICAL CENTRE LLC ,25.241969402378157,55.29726185485678,General Practice
Arin Care Poly Clinic,25.28036746779703,55.406715105479776,General Dentistry
DUBAI LONDON CLINIC AND SPECIALITY HOSPITAL BRANCH,25.114176082876508,55.13855307191378,Otolaryngology
RAMADA LIFE EXPRESS CLINIC ,25.256573813017987,55.29599322792005,General Practice
DR. ISMAIL POLYCLINIC (BRANCH),25.27682175920033,55.300588536034326,General Practice
Smart Cells International Middle East FZ-LLC,25.230223678017826,55.32456914751651,Clinical Pathology
LIFE CLINIC 2 BR OF LIFE CLINIC LLC ,25.27071834863821,55.37992383035481,Pediatrics
BEST HEALTH MEDICAL CENTER L.L.C,25.28216865847379,55.40380119351242,General Dentistry
REMEDY PLUS MEDICAL CLINIC LLC,25.15541818926591,55.24804866877873,General Practice
SHADI ALSHAEIKH DENTAL CLINIC LLC,25.22845800968373,55.26727046822688,Endodontics
MICRIS DENTAL CLINIC LLC,25.19964855587023,55.23920566192752,General Dentistry
Gemini Medical Center LLC,25.179591685366027,55.23494333794097,General Dentistry
LIFE PHARMACY 125 EXPRESS CLINIC ,25.154031733680203,55.290668519254886,General Practice
Farnek General Clinic,24.989691724252605,55.14153425022265,General Practice
ASTER ORTHOPEDICS AND PHYSIOTHERAPY CENTRE BR OF DM HEALTHCARE LLC,25.19005985414594,55.40755176893607,Orthopedic Surgery
Healthhub  Br.Alfuttaim Healthcare Single Person Company LLC,25.221637726150544,55.35363006596754,General Practice
ZEN MEDICAL CLINIC DMCC,25.07816714690789,55.15512585451788,General Practice
ASTER MEDICAL CENTRE LIWAN BR OF DM HEALTHCARE LLC,25.11540587361472,55.36481755288271,General Practice
Axon Medica Polyclinic ,25.1099389435691,55.377264861040246,Obstetrics and Gynecology
Aldia Medical Center L.L.C,25.274508705672613,55.329688642331085,General Practice
Pakistan   Medical Center,25.238992179628536,55.31534127169676,Clinical Biochemistry
Be You Plus Clinic LLC,25.23098833861317,55.38834068929347,General Dentistry
SINTEREX 3D PRINTING MANUFACTURING L.L.C,24.982110243706977,55.13427588299274,Dental Lab - Dental Clinical Support
Beauty Tricks Medical Center LLC,25.140879616715377,55.1914491298632,Plastic Surgery
Health Connect Clinic L.L.C,25.07393051330137,55.36675254506064,General Dentistry
SAPHIREDENT CLINICS L.L.C,25.22592783869051,55.2592184717526,General Dentistry
ARIES DENTAL AND AESTHETIC CLINIC L.L.C,25.07315677599198,55.13088511328799,General Dentistry
AL ABRAH CLINIC (Branch),25.253954084868795,55.32887950320399,General Dentistry
BELLEVUE MEDICAL CENTER L.L.C,25.265264573529027,55.3220743451471,General Dentistry
CORNICHE DENTAL CLINIC LL.L.C,25.264775425629956,55.31082509754184,General Dentistry
LUMINOUS DENTAL LABORATORY,25.228706628122424,55.27313197295868,Dental Lab - Dental Clinical Support
D R B POLY CLINIC,25.13188658029853,55.19829795158063,Plastic Surgery
GERMAN NEUROSCIENCE CENTER  FZC-L.L.C,25.18079029398521,55.27034352538666,Neurology
Medcare Medical Center Barsha South Br of Medcare Hospital LLC,25.08614058607867,55.24227890191156,Dermatology
Bright Learners Private School L L C,25.22193555812651,55.39633886675547,Nursing
Veneers Dental Center LLC,25.254304160819547,55.32882809545674,General Dentistry
ALRIGGA DENTAL CLINIC,25.265266169178183,55.32192402826208,General Dentistry
ULTRA CARE MEDICAL GROUP LLC ,25.23791649070992,55.27587700685928,Otolaryngology
VINCI HAIR CLINIC - DMCC,25.07197214298802,55.14166335947547,Dermatology
Dento Faces Cosmetic Clinic LLC,25.13910726961747,55.21718439687725,Oral and Maxillofacial Surgery
HCT Dubai Mens College,25.11127205764962,55.39298742417841,Nursing
HEALTHHUB CLINIC (BR OF ALFUTTAIM HEALTH CARE SINGLE PERSON COMPANY LLC),25.19215477700312,55.40593739133905,Internal Medicine
Aga Khan  Early Learning Centre,25.23875991349712,55.30893112537945,Nursing
Mediclinic Dubai Hills,25.101637888525783,55.23896705865109,Family Medicine
LIFEMED POLY CLINIC CO,25.232499639865143,55.433963374854805,Cardiology
Medcare Medical Center Palm Jumeirah Br of Medcare Hospital LLC,25.11198483679741,55.13836791083877,Obstetrics and Gynecology
FUTURE LIFE GENERAL MEDICAL CLINIC LLC,24.95221986501716,55.496860957016615,General Dentistry
SAUDI GERMAN CLINICS DAMAC HILLS (BR OF SAUDI GERMAN CLINICS L.L.C),25.01921243036633,55.24566276004095,Obstetrics and Gynecology
ASTER MEDICAL CENTRE DUBAI LAND BR OF DM HEALTHCARE LLC,25.090738229320745,55.385267978869,Pediatrics
Kings College Hospital London Medical and Diabetes Center BR of KCH Healthcare LLC,25.113847304327383,55.24582666546623,Endocrinology
HealthBay Poly Clinic Br of Health Bay Day Surgery Center LLC,25.131625759504768,55.198221346181306,Obstetrics and Gynecology
One Eighty Clinic FZ LLC ,25.23029355653092,55.32489195653944,General Dentistry
Dubai Airport terminal 3 clinic,25.24550471594872,55.36129490289692,General Practice
ALMA POLY CLINIC L.L.C,25.143730510667037,55.20752312469269,General Dentistry
Glucare Integrated Diabetes Center LLC,25.22561816439085,55.26576095356987,Internal Medicine
Barraquer Eye Hospital FZ-LLC,25.2099652359395,55.3207051929756,Ophthalmology
German Medical Center FZ-LLC,25.23107470604252,55.32522815863305,Urology
LIFEGUARD GENERAL CLINIC L.L.C,24.9910654776262,55.13928532786992,General Practice
American Hospital Clinics AlKhawaneej Br of American Hospital Dubai LLC ,25.23449480493557,55.47296840376832,Otolaryngology
Department of Finance - Nursery ,25.26404526552676,55.29739880008185,Nursing
Orchid Reproductive and Andrology Services FZ-LLC_1,25.23409697695191,55.319589972547554,Reproductive Medicine and Infertility
The Doris Duan-Young Autism Center FZ-LLC_1,25.233606548029417,55.31778550431898,Applied Behavioral Analyst
HEALTHY SMILE ORTHODONTIC AND DENTAL CLINIC - FZE,25.11194910974197,55.37578640735742,Orthodontics
Proto Clinic FZ-LLC,25.23156673184152,55.32667829660263,General Practice
Westminster Ortho Med Clinic FZ-LLC,25.23197422154105,55.326786858947344,Orthopedic Surgery
Health Call FZ-LLC,25.231739033988617,55.32665321625058,Rheumatology
Wellness by Design FZ-LLC,25.23434449937348,55.31962252187254,Dermatology
Clinic for Health and Medical Care FZ-LLC,25.234008126298964,55.31840516928082,Psychiatry
RELEVA CLINIC MEDICAL CENTER L L C,25.14760840156328,55.21040888933005,Dermatology
Serenity Clinic Fetal Maternal Care FZ-LLC,25.23250629724652,55.320057124598776,Obstetrics and Gynecology
Korehab Clinic FZ-LLC,25.23412400858964,55.31926919711318,Physical Medicine and Rehabilitation
MED-EL Middle East FZ LLC,25.231207474556093,55.32588833815792,Speech Therapy
KidsHeart Medical Center FZ-LLC,25.233798639205908,55.31843401798686,Pediatric Cardiology
BRIGHT LOOK MEDICAL CENTER LLC,25.266220310286663,55.32026746530294,General Practice
BRITE MEDICARE MEDICAL CENTER L L C,25.297191743931787,55.3775053531198,General Dentistry
Healthhub Br Alfuttaim Healthcare Single Person Company LLC,25.098948930413552,55.175982322595246,Family Medicine
Doha Pharmacy Express Clinic,25.21305051002518,55.27731990047233,General Practice
AYURMANTRA MEDICAL CENTER FZ LLC,25.231122470421457,55.32394328124705,Ayurvedic Medicine
Dr Elsa New Concept Clinic FZ-LLC,25.232799542159988,55.31983304773953,Obstetrics and Gynecology
Italian Dental Clinic FZ-LLC,25.231159429935712,55.3241586851487,General Dentistry
Professor Al Samarrai Center FZ-LLC,25.23420133287253,55.31871978114603,Urology
Novomed Centers FZ-LLC,25.23382747442386,55.317970963321,Urology
Belgium Medical Services FZ-LLC,25.232204429803005,55.326460461081005,Dermatology
Doctors Clinic Diagnostic Centre FZ-LLC,25.23340111623924,55.31814213118393,Oral and Maxillofacial Surgery
Dentcare Center International FZ-LLC,25.231781753227157,55.32671001254099,General Dentistry
Canadian Specialized Dental Center For Orthodontics & Dental Treatments FZ-LLC,25.233989227631987,55.317994983283455,Orthodontics
COSMO HEALTH MEDICAL CENTER L.L.C )BRANCH,25.233002094623984,55.43223249648702,Orthodontics
Signature Plus General Medical Center,25.243176142473917,55.33986490397174,General Dentistry
Healthhub Plus (Br of Al Futtaim Healthcare Single Person Company LLC),25.23658941967084,55.436806529812,Family Medicine
German Neuroscience Center FZ-LLC_JLT,25.06901089825183,55.142739415133015,Neurology
Dr. Helena Taylor Clinic FZ-LLC,25.229867419916808,55.32435161394222,Obstetrics and Gynecology
DR AK HEALTH CARE MEDICAL CENTER L.L.C,25.23844988195773,55.27302946259647,Physiotherapy
La Bella Baby Spa FZ-LLC,25.23239917454003,55.32635374178155,Massage - Physiotherapy
Cambridge Medical Centre FZ-LLC,25.22949658884713,55.3226047863563,Psychiatry
Femiclinic Center FZ-LLC,25.23251352737689,55.3203333356803,Obstetrics and Gynecology
Agilus Diagnostics FZ LLC,25.233943327403946,55.31907110802314,Clinical Pathology
Medcome Health Care Center,25.109574947426868,55.18430293467533,General Practice
California Chiropractic and Sports Medicine Center FZ-LLC ,25.23106742186959,55.325608933396005,Chiropractor
German Heart Centre Bremen FZ-LLC,25.230259107482688,55.32395672038606,Thoracic Surgery
DR JOY DENTAL CLINIC L L C (branch) ,25.11897888388098,55.39544319197877,Orthodontics
Dr Dana Diet Center FZ-LLC,25.23160541492601,55.32593324160323,General Practice
PRIME MEDICAL CENTER MAJAN Br ( OF PRIME MEDICAL CENTER),25.085977306612847,55.302307829312326,Obstetrics and Gynecology
SYDNEY MEDICAL CENTER L.L.C,25.244034977442418,55.34011335195324,General Practice
TOOTH TASTIC DENTAL CLINIC L L C ,25.10941421605453,55.20350525260008,General Dentistry
Fakeeh University Hospital,25.1211209105029,55.38748509191413,Critical Care Medicine
HOUSTON MEDICAL CLINIC L.L.C (Branch),25.251879164569463,55.30324494902075,General Practice
MEDICURE POLY CLINIC L.L.C BRANCH,25.146219595358843,55.20889285956994,General Practice
LIFE PHARMACY BARSHA SOUTH FOURTH EXPRESS CLINIC ,25.06879253657615,55.20782763045627,General Practice
Magnum clinic- FZE,25.11765175178681,55.39049345919572,General Dentistry
TCM ACUPUNCTURE THERAPY CENTER(BRANCH),25.116000529402044,55.19495249731018,Acupuncture
Medcare Medical Center Ventura Mall Br of Medcare Hospital LLC,25.017327858378668,55.24745264279699,Internal Medicine
DR SUNNY MEDICAL CENTRE,24.98296120206358,55.137121975473256,Internal Medicine
Healthhub (Br.Alfuttaim Healthcare Single Person Company LLC),25.11015479562851,55.37709029338959,Orthopedic Surgery
PRIME MEDICAL CENTER NADD AL HAMAR BR OF PRIME MEDICAL CENTER ,25.19119860435453,55.39297105529609,Orthopedic Surgery
DXBONE BONE AND JOINT EXCELLENCE CENTER LLC,25.252477938493165,55.34001907472051,Urology
